Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Previous_Crop,Region,Fertilizer_Used_Last_Season,Yield_Last_Season,Recommended_Fertilizer
Clay,4.58,47.46,0.26,0.78,132,39,43,16.64,58.16,1696.91,Maize,Sowing,Kharif,Sprinkler,Cotton,North,139.95,3.65,DAP
Silt,4.64,25.26,0.73,1.05,109,15,81,16.05,62.34,255.25,Tomato,Vegetative,Kharif,Drip,Tomato,Central,238.01,4.3,DAP
Silt,6.28,57.57,1.01,0.92,108,70,107,16.62,35.94,1461.89,Sugarcane,Harvest,Kharif,Sprinkler,Wheat,West,198.86,6.96,DAP
Loamy,7.77,45.72,1.35,1.81,30,46,107,24.29,50.98,430.38,Tomato,Flowering,Rabi,Rainfed,Tomato,North,116.9,1.73,Urea
Clay,8.04,26.34,1.49,2.67,99,88,54,36.03,60.44,1774.21,Tomato,Harvest,Rabi,Drip,Wheat,West,272.93,3.81,Zinc Sulphate
Clay,4.85,24.48,1.25,1.95,103,80,109,10.69,46.5,1079.97,Potato,Harvest,Rabi,Rainfed,Wheat,South,128.1,1.66,Compost
Sandy,6.65,36.18,0.81,0.8,125,87,80,17.15,51.59,1540.96,Tomato,Vegetative,Rabi,Rainfed,Tomato,North,180.82,5.73,NPK
Clay,8.15,13.96,1.14,2.6,135,29,67,27.9,88.27,2881.54,Rice,Vegetative,Zaid,Canal,Wheat,South,60.77,3.86,DAP
Sandy,6.05,15.88,1.3,1.93,21,39,87,35.96,30.31,1154.71,Potato,Flowering,Rabi,Canal,Maize,Central,260.23,3.05,Urea
Clay,7.82,18.79,0.8,0.73,73,27,93,18.92,48.16,2213.99,Sugarcane,Sowing,Kharif,Rainfed,Rice,Central,294.33,6.91,DAP
Loamy,5.03,48.74,1.22,1.15,112,72,110,21.48,65.04,2113.23,Wheat,Flowering,Kharif,Drip,Cotton,North,272.8,7.96,Compost
Clay,8.24,35.69,0.83,2.39,26,70,42,21.2,46.74,2633.0,Tomato,Vegetative,Zaid,Sprinkler,Rice,West,152.15,6.1,Urea
Sandy,7.51,10.53,0.7,2.24,59,66,104,18.81,70.59,1136.35,Cotton,Sowing,Rabi,Rainfed,Maize,South,89.23,1.07,Urea
Sandy,8.27,43.68,0.88,1.77,64,31,106,30.96,47.96,357.02,Maize,Harvest,Kharif,Drip,Cotton,South,125.66,7.81,DAP
Loamy,7.21,31.18,1.08,0.52,151,58,99,29.67,68.29,2917.77,Maize,Sowing,Zaid,Sprinkler,Wheat,East,279.06,1.98,NPK
Clay,5.95,35.54,1.14,2.43,126,27,99,35.3,80.99,1214.6,Tomato,Flowering,Zaid,Rainfed,Potato,South,293.49,3.07,DAP
Clay,8.25,20.71,0.66,0.99,53,70,60,37.53,69.52,742.47,Sugarcane,Vegetative,Rabi,Sprinkler,Tomato,North,64.97,3.91,Urea
Loamy,5.6,37.59,0.94,2.34,27,87,73,37.01,32.99,2759.48,Tomato,Sowing,Zaid,Rainfed,Maize,East,83.08,2.0,Urea
Clay,5.83,58.96,1.38,1.98,51,77,47,26.2,77.71,733.71,Potato,Vegetative,Kharif,Rainfed,Rice,South,255.27,3.98,Urea
Clay,7.3,13.67,1.47,0.87,94,16,89,15.57,42.77,1680.52,Maize,Vegetative,Zaid,Canal,Rice,South,92.96,7.31,DAP
Sandy,7.56,24.2,0.5,0.72,56,16,21,16.66,68.09,2315.4,Cotton,Sowing,Kharif,Canal,Cotton,North,146.71,2.84,Urea
Clay,8.22,22.15,0.45,0.48,55,74,72,27.71,68.8,2246.84,Rice,Flowering,Rabi,Canal,Potato,South,59.12,2.86,Urea
Clay,5.32,22.43,1.08,0.8,29,49,74,37.55,78.22,282.5,Sugarcane,Sowing,Kharif,Sprinkler,Wheat,North,101.87,5.13,Urea
Loamy,7.69,28.94,0.74,0.56,89,33,69,25.91,60.35,766.82,Maize,Sowing,Rabi,Rainfed,Potato,East,94.27,5.68,DAP
Loamy,7.45,50.91,0.23,1.89,137,41,117,38.07,52.56,2687.78,Cotton,Flowering,Rabi,Rainfed,Cotton,South,254.09,5.16,Compost
Silt,4.76,55.64,0.65,1.84,114,19,29,17.87,61.08,1748.91,Maize,Flowering,Zaid,Canal,Cotton,East,64.94,1.54,DAP
Sandy,6.05,20.11,1.25,1.8,91,18,75,12.59,62.75,2124.22,Maize,Vegetative,Rabi,Rainfed,Rice,Central,198.98,7.16,DAP
Clay,5.63,37.15,1.24,1.96,142,48,104,33.89,79.29,1326.42,Rice,Vegetative,Kharif,Drip,Tomato,South,196.08,6.14,NPK
Clay,5.72,41.84,0.84,2.46,80,12,27,36.38,42.3,2286.57,Sugarcane,Vegetative,Kharif,Rainfed,Wheat,East,287.28,5.01,DAP
Silt,8.43,36.09,0.81,2.75,55,78,51,23.44,80.81,1009.47,Potato,Vegetative,Zaid,Canal,Tomato,West,74.97,4.12,Urea
Clay,7.07,31.7,0.95,0.77,57,16,83,13.07,51.94,849.69,Tomato,Harvest,Rabi,Rainfed,Sugarcane,West,210.47,7.82,Urea
Sandy,7.37,19.6,0.49,1.8,123,21,15,11.27,74.63,2991.91,Sugarcane,Vegetative,Rabi,Rainfed,Potato,North,239.98,6.87,DAP
Silt,8.41,34.41,0.88,0.33,111,32,75,11.88,50.14,641.42,Cotton,Vegetative,Kharif,Drip,Potato,West,52.04,2.82,DAP
Sandy,6.01,30.06,0.21,0.45,25,72,89,23.17,72.53,2947.81,Tomato,Flowering,Rabi,Rainfed,Wheat,East,211.91,5.39,Urea
Silt,7.71,49.78,0.82,2.0,152,26,78,17.04,77.95,2794.23,Tomato,Harvest,Rabi,Drip,Wheat,South,78.69,2.64,DAP
Silt,6.24,48.18,0.64,1.51,111,87,111,23.86,63.48,2201.09,Potato,Sowing,Rabi,Canal,Tomato,North,207.54,5.0,Zinc Sulphate
Loamy,7.98,16.7,1.08,2.3,20,73,95,24.65,67.17,1829.52,Potato,Harvest,Rabi,Drip,Potato,North,121.7,6.12,Urea
Sandy,5.22,14.43,1.03,1.33,33,74,31,23.74,72.47,212.68,Sugarcane,Vegetative,Kharif,Rainfed,Rice,Central,77.38,4.26,Urea
Clay,8.29,55.41,0.7,0.47,102,37,31,28.6,71.31,1978.8,Wheat,Harvest,Kharif,Drip,Wheat,North,163.95,3.11,DAP
Clay,5.38,36.78,0.21,2.63,50,67,74,30.38,73.64,2362.75,Rice,Harvest,Kharif,Canal,Rice,Central,205.82,3.39,Urea
Sandy,5.8,52.89,0.53,0.34,140,27,109,21.88,80.98,2252.05,Maize,Flowering,Kharif,Canal,Potato,West,129.24,7.03,DAP
Clay,7.52,12.91,1.02,0.65,98,53,58,20.11,43.23,681.78,Sugarcane,Sowing,Zaid,Drip,Tomato,West,181.84,1.49,Urea
Clay,6.08,36.33,0.29,0.9,121,73,86,21.05,42.88,1724.69,Wheat,Vegetative,Rabi,Canal,Cotton,West,142.34,7.39,NPK
Sandy,6.93,36.97,0.34,2.99,51,46,21,12.11,88.24,1740.55,Sugarcane,Flowering,Rabi,Sprinkler,Tomato,North,284.84,2.81,Urea
Silt,6.28,53.04,1.04,1.31,76,12,72,19.65,81.08,2028.07,Tomato,Harvest,Zaid,Drip,Maize,East,198.98,5.31,DAP
Sandy,7.47,14.88,1.18,1.55,50,23,22,16.0,65.5,2526.65,Tomato,Flowering,Rabi,Drip,Wheat,Central,131.2,4.51,Urea
Silt,5.41,22.02,0.62,2.33,77,16,71,18.73,30.49,2155.05,Maize,Harvest,Kharif,Canal,Potato,Central,104.28,3.2,DAP
Clay,4.73,30.33,0.84,1.95,67,26,68,31.43,81.29,595.66,Sugarcane,Harvest,Rabi,Drip,Sugarcane,North,194.37,7.29,DAP
Clay,5.7,53.29,1.43,2.54,142,79,20,39.66,75.1,253.29,Maize,Sowing,Rabi,Rainfed,Rice,East,295.11,6.79,MOP
Clay,6.4,56.94,1.43,1.51,60,88,91,37.71,87.38,582.44,Potato,Harvest,Zaid,Sprinkler,Rice,North,169.78,4.86,Zinc Sulphate
Loamy,5.17,59.64,0.6,2.92,140,48,95,34.65,30.79,312.79,Cotton,Harvest,Zaid,Sprinkler,Sugarcane,Central,277.93,3.85,Compost
Silt,5.92,57.96,1.25,2.41,80,14,10,32.12,31.71,1422.97,Sugarcane,Sowing,Kharif,Drip,Cotton,East,182.55,5.73,DAP
Loamy,6.1,10.3,0.97,1.26,151,88,77,38.35,61.05,994.51,Rice,Flowering,Zaid,Canal,Potato,West,251.01,1.83,Zinc Sulphate
Loamy,4.73,12.39,1.47,1.21,139,61,18,32.56,81.36,220.47,Maize,Vegetative,Rabi,Drip,Maize,West,197.43,7.63,MOP
Sandy,6.83,17.38,0.82,2.8,115,35,12,24.13,89.48,424.78,Potato,Vegetative,Rabi,Sprinkler,Potato,West,196.18,7.22,DAP
Loamy,8.04,27.44,1.21,2.08,131,48,81,28.04,49.2,1313.12,Rice,Flowering,Kharif,Rainfed,Maize,South,155.35,4.58,Zinc Sulphate
Sandy,5.11,51.5,1.2,1.9,60,54,18,19.17,32.18,2831.33,Cotton,Sowing,Kharif,Canal,Wheat,South,221.72,6.84,MOP
Sandy,6.89,54.63,0.85,2.3,45,86,91,10.1,41.73,2985.44,Rice,Flowering,Kharif,Drip,Cotton,West,173.49,7.44,Urea
Loamy,7.16,19.34,1.23,1.73,38,40,78,20.61,82.62,340.34,Rice,Vegetative,Zaid,Sprinkler,Cotton,Central,261.24,1.92,Urea
Silt,6.18,40.98,0.54,0.56,106,86,31,22.14,57.99,2525.62,Tomato,Flowering,Rabi,Sprinkler,Rice,East,280.6,2.85,MOP
Silt,7.3,55.87,0.36,1.03,44,32,110,31.99,81.2,1544.72,Cotton,Flowering,Zaid,Sprinkler,Tomato,Central,172.83,2.48,Urea
Silt,6.14,33.19,0.75,1.72,66,49,78,35.78,56.63,1938.92,Potato,Vegetative,Rabi,Drip,Tomato,South,115.78,5.65,NPK
Silt,6.52,15.18,1.43,0.15,27,41,32,38.88,33.2,1616.71,Sugarcane,Flowering,Zaid,Rainfed,Wheat,East,162.43,7.88,Urea
Silt,4.53,32.89,0.85,1.37,22,13,89,20.55,67.05,2788.62,Cotton,Sowing,Kharif,Canal,Tomato,East,226.05,1.23,Urea
Loamy,7.27,28.79,1.03,2.29,52,55,14,38.72,56.14,1539.76,Wheat,Vegetative,Rabi,Canal,Sugarcane,North,175.67,7.97,Urea
Loamy,7.15,38.88,1.01,0.58,131,84,110,33.98,59.48,670.32,Maize,Vegetative,Rabi,Sprinkler,Cotton,West,149.08,1.81,NPK
Clay,4.65,31.93,0.37,0.29,41,51,117,10.93,86.94,2383.59,Tomato,Vegetative,Rabi,Sprinkler,Maize,Central,56.73,5.36,Urea
Silt,5.97,10.87,0.71,2.52,118,48,48,27.86,57.42,1638.57,Potato,Flowering,Zaid,Rainfed,Cotton,East,95.93,5.75,MOP
Loamy,8.42,59.7,1.12,1.89,117,79,12,20.97,77.79,527.79,Potato,Vegetative,Zaid,Drip,Rice,East,260.22,1.26,MOP
Clay,6.18,37.18,1.46,0.61,49,65,35,11.02,33.53,1492.46,Maize,Sowing,Rabi,Drip,Cotton,North,241.07,3.33,Urea
Silt,6.51,33.68,0.42,2.44,66,56,17,25.95,58.74,2124.71,Potato,Harvest,Kharif,Rainfed,Sugarcane,West,70.93,4.27,MOP
Sandy,8.14,57.73,0.73,2.01,78,47,94,27.54,65.2,1028.35,Potato,Flowering,Kharif,Drip,Tomato,West,76.55,7.35,Zinc Sulphate
Clay,7.37,17.79,0.32,1.07,33,27,61,17.57,36.79,2753.53,Sugarcane,Flowering,Kharif,Drip,Maize,South,283.46,5.91,Urea
Loamy,6.83,19.46,0.52,1.19,92,11,91,38.2,48.13,2579.88,Potato,Sowing,Rabi,Drip,Wheat,Central,249.37,5.39,DAP
Sandy,7.69,50.4,0.69,0.55,124,63,78,28.31,74.38,1790.11,Cotton,Sowing,Kharif,Sprinkler,Wheat,Central,151.52,1.91,SSP
Sandy,7.96,23.04,0.9,2.52,33,39,15,15.28,41.03,352.24,Tomato,Vegetative,Rabi,Drip,Cotton,North,293.16,3.03,Urea
Sandy,6.33,49.96,0.5,1.58,68,13,36,31.64,37.71,1833.14,Maize,Flowering,Kharif,Canal,Rice,North,293.25,4.08,DAP
Clay,6.4,23.58,0.5,1.72,22,16,95,24.97,47.96,1363.69,Maize,Vegetative,Rabi,Canal,Wheat,North,299.43,3.11,Urea
Loamy,6.04,11.66,1.21,2.66,42,88,31,24.2,81.54,2227.39,Potato,Flowering,Rabi,Rainfed,Maize,West,144.95,4.06,Urea
Sandy,8.37,35.85,1.45,0.15,128,66,111,35.04,75.78,947.69,Potato,Harvest,Kharif,Rainfed,Rice,East,183.21,7.44,Zinc Sulphate
Silt,7.29,19.83,0.62,0.29,62,39,65,14.15,76.61,1896.14,Rice,Flowering,Rabi,Drip,Rice,East,212.76,5.24,DAP
Sandy,4.83,47.89,1.09,0.57,90,53,111,24.73,49.35,1752.42,Cotton,Sowing,Zaid,Canal,Cotton,East,254.62,4.63,Compost
Sandy,7.95,42.06,0.54,0.19,74,86,52,33.42,35.94,1675.18,Rice,Vegetative,Kharif,Canal,Tomato,Central,98.57,4.76,Zinc Sulphate
Clay,6.42,56.18,1.41,2.01,145,38,36,29.81,31.92,524.55,Wheat,Flowering,Rabi,Sprinkler,Rice,East,131.81,6.41,DAP
Clay,4.78,49.15,1.07,1.94,101,45,54,10.16,65.17,1571.68,Wheat,Vegetative,Kharif,Canal,Potato,Central,139.36,7.83,Compost
Loamy,6.7,19.04,1.24,0.71,60,57,55,33.62,72.14,1741.74,Wheat,Flowering,Rabi,Canal,Sugarcane,South,258.66,7.87,NPK
Silt,6.17,50.01,0.26,0.53,150,28,42,38.34,52.67,2797.44,Sugarcane,Vegetative,Kharif,Sprinkler,Tomato,South,169.43,5.61,DAP
Clay,8.01,42.09,0.98,0.52,22,72,115,31.14,61.73,1490.42,Tomato,Flowering,Kharif,Canal,Sugarcane,East,194.71,3.58,Urea
Sandy,5.32,43.45,0.89,2.86,119,11,104,36.28,46.74,1991.62,Tomato,Vegetative,Kharif,Sprinkler,Potato,South,245.52,5.13,DAP
Loamy,7.81,51.61,0.58,2.11,42,23,37,20.82,51.86,1793.89,Cotton,Harvest,Rabi,Drip,Rice,North,209.35,1.48,Urea
Sandy,6.73,38.69,0.54,1.8,146,89,103,20.52,73.79,746.69,Sugarcane,Harvest,Kharif,Drip,Cotton,South,278.46,2.13,Zinc Sulphate
Sandy,4.72,33.3,0.95,1.04,77,44,107,19.63,73.09,716.35,Wheat,Vegetative,Kharif,Drip,Potato,North,88.44,7.24,Compost
Clay,8.39,41.83,1.12,1.36,137,30,118,32.05,31.69,2270.31,Potato,Sowing,Rabi,Rainfed,Maize,South,167.89,6.24,DAP
Loamy,6.55,24.9,0.24,0.36,136,26,90,38.26,86.65,1664.58,Sugarcane,Vegetative,Rabi,Sprinkler,Sugarcane,East,146.97,2.71,DAP
Silt,5.66,19.13,0.94,2.99,101,41,60,36.56,46.14,2708.89,Maize,Harvest,Kharif,Drip,Wheat,East,253.98,3.88,MOP
Silt,6.38,40.83,0.42,2.29,121,32,73,14.51,84.46,2742.83,Sugarcane,Sowing,Rabi,Canal,Maize,North,170.59,1.44,DAP
Clay,7.93,21.69,0.38,1.9,153,15,44,28.78,60.71,1031.81,Tomato,Sowing,Zaid,Canal,Rice,South,280.31,7.05,DAP
Clay,5.72,14.0,1.01,1.8,127,38,45,39.88,59.95,484.28,Cotton,Vegetative,Zaid,Rainfed,Rice,North,120.13,3.11,DAP
Loamy,5.27,10.03,0.6,1.56,65,72,15,18.86,57.04,1163.43,Rice,Harvest,Zaid,Canal,Sugarcane,North,111.6,4.83,MOP
Silt,5.02,40.42,0.77,0.85,25,79,118,29.04,85.35,387.71,Cotton,Flowering,Zaid,Sprinkler,Cotton,West,196.62,7.9,Urea
Silt,5.69,28.11,0.67,0.76,142,13,102,37.2,42.49,2387.51,Rice,Sowing,Zaid,Canal,Tomato,West,62.42,2.26,DAP
Silt,7.62,47.62,1.04,1.69,111,67,67,36.99,66.7,609.31,Tomato,Vegetative,Zaid,Rainfed,Cotton,North,215.0,7.18,NPK
Sandy,6.39,28.76,0.81,0.3,38,40,32,19.64,49.07,2625.81,Potato,Harvest,Zaid,Drip,Maize,Central,241.67,2.81,Urea
Silt,5.41,34.3,1.45,0.32,33,31,23,12.82,84.91,1362.92,Sugarcane,Harvest,Zaid,Sprinkler,Sugarcane,East,115.63,1.8,Urea
Sandy,5.16,30.35,0.66,1.73,84,36,82,29.38,40.16,980.09,Sugarcane,Vegetative,Zaid,Drip,Wheat,East,139.15,1.15,DAP
Loamy,5.83,42.53,1.16,2.77,115,25,65,38.41,70.57,1604.25,Cotton,Vegetative,Zaid,Canal,Potato,East,216.29,6.88,DAP
Sandy,8.26,27.81,0.53,2.75,65,15,88,25.24,55.31,1895.32,Potato,Flowering,Rabi,Rainfed,Tomato,East,189.34,1.01,DAP
Loamy,5.87,58.19,0.86,0.13,35,89,111,23.73,69.67,2164.32,Tomato,Sowing,Kharif,Drip,Rice,West,206.93,7.67,Urea
Silt,8.45,56.81,0.92,0.41,127,16,34,35.92,39.46,1146.91,Rice,Harvest,Zaid,Drip,Sugarcane,West,190.05,2.28,DAP
Silt,6.44,52.4,0.63,1.79,158,23,29,22.74,53.62,2952.32,Wheat,Sowing,Rabi,Sprinkler,Wheat,North,174.42,6.68,DAP
Loamy,5.22,56.02,0.81,2.56,37,12,116,30.43,36.44,1382.4,Potato,Flowering,Kharif,Drip,Rice,Central,57.54,7.03,Urea
Clay,8.06,32.46,0.56,2.87,127,58,95,21.66,88.13,2536.51,Wheat,Sowing,Zaid,Rainfed,Tomato,North,143.06,1.59,Zinc Sulphate
Loamy,6.34,36.82,0.21,2.6,88,45,80,21.31,42.84,297.63,Tomato,Flowering,Kharif,Drip,Cotton,Central,200.95,3.68,SSP
Clay,7.34,47.1,0.48,2.07,139,38,27,15.63,89.59,2378.3,Sugarcane,Vegetative,Zaid,Rainfed,Maize,South,249.84,2.94,DAP
Sandy,8.43,44.81,1.11,0.68,107,13,26,12.65,55.11,1743.75,Sugarcane,Sowing,Rabi,Canal,Wheat,Central,265.65,1.11,DAP
Sandy,4.7,54.53,1.2,0.31,109,49,23,36.55,34.29,1990.95,Potato,Flowering,Rabi,Rainfed,Sugarcane,Central,140.44,3.96,MOP
Sandy,4.89,45.82,0.56,0.24,35,50,35,15.44,31.05,1244.06,Potato,Sowing,Zaid,Drip,Cotton,East,224.86,4.4,Urea
Silt,7.38,59.89,0.73,1.88,121,31,113,11.87,65.94,1725.55,Potato,Flowering,Kharif,Canal,Sugarcane,Central,70.61,5.76,DAP
Sandy,5.63,27.43,0.25,0.2,153,88,41,27.47,66.88,2810.22,Maize,Harvest,Zaid,Canal,Maize,Central,140.54,2.71,Compost
Clay,5.24,51.65,0.51,2.24,144,13,102,26.38,61.49,1280.9,Sugarcane,Harvest,Kharif,Rainfed,Potato,Central,89.8,6.93,DAP
Sandy,4.66,44.88,1.21,2.17,139,32,113,27.03,33.98,496.14,Potato,Sowing,Rabi,Sprinkler,Maize,East,167.51,4.36,DAP
Loamy,4.59,44.57,0.99,0.33,95,13,68,24.04,49.89,2217.44,Sugarcane,Vegetative,Zaid,Rainfed,Potato,East,210.09,5.69,DAP
Loamy,7.6,26.29,0.47,2.73,92,77,80,14.26,51.54,1614.46,Maize,Sowing,Rabi,Drip,Potato,North,285.27,4.28,Zinc Sulphate
Silt,5.04,49.28,0.53,1.61,60,27,66,10.63,72.29,1389.84,Maize,Sowing,Kharif,Rainfed,Wheat,West,261.12,1.57,DAP
Loamy,6.37,55.02,1.26,2.72,125,10,82,11.39,55.13,2377.89,Cotton,Flowering,Rabi,Sprinkler,Maize,East,91.06,7.99,DAP
Clay,6.92,20.93,0.47,2.71,140,41,21,38.29,64.38,1774.1,Potato,Harvest,Zaid,Canal,Potato,West,240.75,6.45,MOP
Sandy,6.21,41.27,0.63,0.67,108,30,12,25.96,47.18,1967.87,Sugarcane,Harvest,Kharif,Canal,Maize,East,194.47,7.87,DAP
Silt,4.61,29.61,1.06,1.2,137,47,41,21.99,73.56,2793.01,Wheat,Sowing,Rabi,Drip,Sugarcane,North,254.83,6.76,Compost
Sandy,7.63,59.48,0.93,0.49,85,35,106,22.32,32.81,363.83,Sugarcane,Harvest,Rabi,Drip,Wheat,Central,169.21,4.2,DAP
Sandy,4.54,33.94,0.8,2.35,65,50,24,29.57,89.31,934.67,Sugarcane,Sowing,Rabi,Canal,Maize,South,100.42,5.83,MOP
Clay,7.55,21.42,1.37,1.56,127,58,18,21.3,68.49,2715.02,Potato,Flowering,Rabi,Drip,Rice,East,69.38,6.85,MOP
Loamy,8.07,29.09,0.49,2.79,23,50,58,33.89,38.93,2419.64,Tomato,Flowering,Zaid,Canal,Tomato,North,116.58,5.51,Urea
Loamy,6.23,42.69,1.16,0.7,157,68,53,17.8,73.05,728.08,Rice,Sowing,Zaid,Sprinkler,Cotton,South,98.54,5.55,DAP
Sandy,6.64,13.8,0.41,2.1,114,13,90,21.02,77.19,673.53,Rice,Flowering,Rabi,Drip,Maize,South,202.52,2.41,DAP
Silt,6.41,40.18,1.0,2.97,125,22,37,38.05,77.32,2510.38,Cotton,Harvest,Zaid,Rainfed,Maize,Central,211.16,1.77,DAP
Loamy,6.06,56.56,1.33,2.03,99,70,54,17.81,46.24,1748.02,Wheat,Flowering,Zaid,Sprinkler,Maize,Central,160.47,6.14,NPK
Silt,8.05,52.52,0.8,0.3,70,60,22,29.85,87.52,2608.95,Rice,Harvest,Rabi,Canal,Potato,Central,163.75,4.96,MOP
Loamy,8.08,13.38,1.14,1.81,153,44,56,20.94,31.06,2769.52,Potato,Harvest,Rabi,Drip,Cotton,East,266.54,6.13,Zinc Sulphate
Silt,5.84,59.67,1.27,0.62,140,74,30,24.14,52.79,394.72,Potato,Flowering,Rabi,Sprinkler,Sugarcane,Central,86.05,5.08,MOP
Clay,6.96,44.94,0.38,0.19,23,58,59,11.36,36.25,2915.38,Tomato,Vegetative,Rabi,Rainfed,Wheat,North,77.13,1.09,Urea
Silt,8.21,18.11,1.12,1.07,110,58,56,15.02,53.09,2206.13,Wheat,Flowering,Zaid,Rainfed,Wheat,Central,68.03,7.81,Zinc Sulphate
Clay,8.35,10.62,1.4,0.87,73,23,14,13.06,33.43,2536.5,Maize,Harvest,Rabi,Canal,Wheat,East,168.95,1.86,DAP
Clay,6.54,18.56,0.95,2.39,22,46,16,35.34,68.7,1964.94,Sugarcane,Flowering,Zaid,Sprinkler,Wheat,East,245.23,5.97,Urea
Silt,6.31,51.91,0.44,1.18,49,39,47,38.85,33.75,1054.45,Cotton,Sowing,Kharif,Rainfed,Wheat,West,217.41,5.3,Urea
Clay,5.61,11.08,0.37,2.23,95,23,46,12.04,66.95,1878.41,Wheat,Flowering,Rabi,Rainfed,Rice,South,72.05,2.73,DAP
Sandy,8.34,21.66,0.54,0.15,60,84,92,12.31,44.05,1644.44,Potato,Flowering,Zaid,Rainfed,Potato,Central,176.05,6.79,Zinc Sulphate
Clay,5.07,47.87,0.33,0.14,125,36,114,26.57,40.75,2809.81,Rice,Flowering,Rabi,Sprinkler,Sugarcane,South,60.23,2.83,DAP
Loamy,6.82,39.31,0.87,0.19,78,71,41,25.12,50.82,1754.09,Sugarcane,Flowering,Rabi,Sprinkler,Sugarcane,East,81.84,1.49,DAP
Silt,5.63,49.14,0.29,0.74,59,12,65,29.52,68.46,278.11,Sugarcane,Vegetative,Kharif,Canal,Maize,North,102.3,5.85,Urea
Sandy,5.62,47.31,0.49,1.18,64,79,52,32.1,64.69,2121.07,Sugarcane,Flowering,Kharif,Canal,Cotton,Central,157.12,3.28,Compost
Silt,6.12,12.53,0.77,1.86,34,48,76,33.92,70.83,341.51,Potato,Harvest,Kharif,Sprinkler,Wheat,South,141.57,2.14,Urea
Loamy,8.5,54.63,0.82,2.96,36,28,112,14.47,85.14,2843.2,Tomato,Sowing,Zaid,Sprinkler,Wheat,West,220.24,2.23,Urea
Loamy,4.72,21.35,0.94,1.13,127,85,108,11.14,42.2,1562.46,Cotton,Harvest,Rabi,Drip,Sugarcane,East,240.2,1.11,Compost
Loamy,6.81,37.67,1.12,0.26,44,48,36,36.67,54.8,2910.42,Tomato,Vegetative,Zaid,Sprinkler,Sugarcane,North,276.81,3.13,Urea
Clay,4.83,42.21,0.26,0.67,62,19,111,24.09,45.95,272.42,Maize,Vegetative,Rabi,Rainfed,Cotton,South,201.8,2.93,DAP
Clay,5.12,18.43,0.3,2.7,80,56,60,39.14,65.18,1691.98,Sugarcane,Flowering,Zaid,Canal,Potato,North,114.92,4.37,Compost
Silt,6.26,58.81,0.28,2.13,150,32,57,25.98,47.0,833.38,Sugarcane,Harvest,Zaid,Rainfed,Cotton,East,177.62,4.36,DAP
Silt,6.54,34.41,0.75,2.39,47,68,81,25.3,63.48,1994.08,Sugarcane,Sowing,Rabi,Sprinkler,Cotton,North,209.82,5.76,Urea
Sandy,5.54,12.88,0.25,0.46,126,29,62,28.69,79.39,1594.99,Maize,Vegetative,Rabi,Canal,Wheat,North,95.94,4.58,DAP
Sandy,5.77,56.86,1.17,0.49,143,54,92,15.1,63.06,1785.15,Rice,Harvest,Kharif,Canal,Sugarcane,West,154.17,6.7,Zinc Sulphate
Silt,4.85,39.31,0.49,0.43,103,53,103,17.62,80.29,1206.99,Potato,Harvest,Zaid,Drip,Potato,South,129.81,7.12,Compost
Clay,5.71,44.96,1.42,2.59,46,27,57,37.17,66.68,344.32,Tomato,Harvest,Rabi,Drip,Rice,South,211.44,4.86,Urea
Loamy,8.37,36.26,0.83,0.71,102,57,113,16.37,82.22,497.07,Wheat,Flowering,Zaid,Rainfed,Potato,South,73.01,6.93,Zinc Sulphate
Silt,8.28,51.74,0.78,1.97,119,84,19,16.99,85.83,2603.97,Sugarcane,Flowering,Rabi,Sprinkler,Cotton,South,255.2,7.93,MOP
Sandy,5.84,11.66,1.21,1.6,95,10,103,25.3,60.47,2167.76,Sugarcane,Flowering,Zaid,Sprinkler,Tomato,South,73.91,5.63,DAP
Clay,6.78,23.42,1.13,1.68,54,41,18,29.23,77.44,2354.31,Rice,Sowing,Rabi,Drip,Potato,East,257.96,2.34,Urea
Silt,8.14,33.48,0.99,0.67,116,73,95,10.03,58.13,543.47,Maize,Vegetative,Zaid,Drip,Potato,East,84.67,4.73,Zinc Sulphate
Silt,4.52,13.83,1.42,1.94,119,16,104,23.7,72.31,337.88,Potato,Vegetative,Kharif,Canal,Potato,West,243.63,1.43,DAP
Clay,7.74,45.3,0.75,0.22,32,80,55,21.97,32.25,248.37,Potato,Flowering,Zaid,Sprinkler,Cotton,North,266.49,6.46,Urea
Silt,8.29,29.68,1.25,2.98,25,55,19,35.97,88.01,1661.08,Tomato,Flowering,Kharif,Sprinkler,Sugarcane,East,194.54,1.3,Urea
Clay,4.87,23.63,0.69,0.18,93,33,45,35.19,83.66,1602.51,Maize,Harvest,Zaid,Canal,Tomato,West,276.24,4.38,DAP
Loamy,5.15,10.17,1.29,0.25,29,78,19,37.18,83.6,509.81,Wheat,Vegetative,Kharif,Drip,Rice,East,123.15,7.51,Urea
Clay,8.34,45.99,0.54,1.04,40,45,36,35.26,46.88,1170.54,Tomato,Flowering,Kharif,Canal,Wheat,West,133.82,6.94,Urea
Clay,6.65,51.69,0.58,2.51,146,76,88,33.6,46.99,1684.6,Maize,Harvest,Zaid,Drip,Wheat,South,143.95,1.35,MOP
